Filename,label,text_id,aux_form_dist_Fin,aux_form_dist_Ger,aux_form_dist_Inf,aux_form_dist_Part,aux_mood_dist_Imp,aux_mood_dist_Ind,aux_num_pers_dist_+,aux_num_pers_dist_Sing+,aux_num_pers_dist_Sing+1,aux_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,avg_links_len,avg_max_depth,avg_max_links_len,avg_prepositional_chain_len,avg_subordinate_chain_len,avg_token_per_clause,avg_verb_edges,char_per_tok,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_cc:preconj,dep_dist_ccomp,dep_dist_compound,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_det,dep_dist_det:predet,dep_dist_discourse,dep_dist_expl,dep_dist_fixed,dep_dist_flat,dep_dist_flat:foreign,dep_dist_goeswith,dep_dist_iobj,dep_dist_list,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:npmod,dep_dist_nmod:poss,dep_dist_nmod:tmod,dep_dist_nsubj,dep_dist_nsubj:pass,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_obl:npmod,dep_dist_obl:tmod,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_vocative,dep_dist_xcomp,lexical_density,max_links_len,n_prepositional_chains,n_sentences,n_tokens,obj_post,obj_pre,prep_dist_1,prep_dist_2,prep_dist_3,prep_dist_4,prep_dist_5,principal_proposition_dist,subj_post,subj_pre,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,subordinate_dist_4,subordinate_dist_5,subordinate_post,subordinate_pre,subordinate_proposition_dist,tokens_per_sent,ttr_form_chunks_100,ttr_form_chunks_200,ttr_lemma_chunks_100,ttr_lemma_chunks_200,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,verbal_head_per_sent,verbal_root_perc,verbs_form_dist_Fin,verbs_form_dist_Ger,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_num_pers_dist_+,verbs_num_pers_dist_Sing+,verbs_num_pers_dist_Sing+3,verbs_tense_dist_Past,verbs_tense_dist_Pres
human/human_1852.conllu,human,1852,80.0,0.0,0.0,20.0,0.0,100.0,50.0,0.0,0.0,50.0,25.0,75.0,3.876470588235294,5.833333333333333,19.33333333333333,1.4,1.1,9.36,2.125,5.2727272727272725,1.2820512820512822,0.8547008547008547,1.709401709401709,1.2820512820512822,8.11965811965812,9.82905982905983,0.8547008547008547,0.8547008547008547,5.555555555555555,1.709401709401709,0.4273504273504273,0.0,5.982905982905983,0.0,2.9914529914529915,0.4273504273504273,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.8547008547008547,0.0,4.700854700854701,0.0,0.0,2.1367521367521367,2.9914529914529915,0.0,0.0,0.0,3.418803418803418,0.8547008547008547,6.410256410256411,3.418803418803418,2.5641025641025643,0.0,0.0,1.2820512820512822,24.786324786324787,2.5641025641025643,0.0,0.8547008547008547,0.5625,31,5,6,234,100.0,0.0,60.0,40.0,0.0,0.0,0.0,35.294117647058826,0.0,100.0,90.0,10.0,0.0,0.0,0.0,100.0,0.0,64.70588235294117,39.0,0.68,0.0,0.64,0.0,8.11965811965812,5.555555555555555,1.2820512820512822,2.1367521367521367,2.1367521367521367,1.2820512820512822,0.0,12.82051282051282,5.982905982905983,1.2820512820512822,1.2820512820512822,9.82905982905983,24.786324786324787,0.8547008547008547,0.0,10.256410256410255,12.393162393162394,0.0,33.333333333333336,33.333333333333336,20.83333333333333,12.5,0.0,0.0,4.166666666666667,100.0,33.333333333333336,29.166666666666668,20.83333333333333,16.666666666666668,62.5,37.5,62.5,0.0,37.5,57.142857142857146,42.85714285714285
human/human_3417.conllu,human,3417,81.81818181818181,0.0,0.0,18.181818181818183,0.0,100.0,88.88888888888889,0.0,0.0,11.11111111111111,25.0,75.0,2.990049751243781,2.607142857142857,6.0,1.0,1.0,12.478260869565217,2.347826086956522,5.816593886462882,0.0,0.3484320557491289,2.0905923344947737,6.620209059233449,8.710801393728223,3.1358885017421603,2.4390243902439024,0.3484320557491289,6.2717770034843205,3.832752613240418,0.0,0.3484320557491289,3.832752613240418,0.3484320557491289,4.181184668989547,0.6968641114982579,0.0,5.2264808362369335,0.0,0.0,0.0,0.3484320557491289,0.3484320557491289,0.0,0.0,0.3484320557491289,0.0,3.484320557491289,3.484320557491289,0.0,0.3484320557491289,0.0,4.181184668989547,0.3484320557491289,0.6968641114982579,4.529616724738676,2.787456445993032,0.0,0.0,0.6968641114982579,20.20905923344948,9.75609756097561,0.0,0.0,0.6244541484716157,21,9,28,287,100.0,0.0,100.0,0.0,0.0,0.0,0.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,10.25,0.77,0.695,0.75,0.64,11.846689895470384,7.317073170731708,7.317073170731708,3.832752613240418,3.832752613240418,5.574912891986063,0.0,18.81533101045296,1.7421602787456445,1.7421602787456445,1.7421602787456445,3.832752613240418,20.20905923344948,2.4390243902439024,0.0,8.013937282229966,1.7421602787456445,0.0,14.285714285714286,42.85714285714285,23.80952380952381,9.523809523809524,9.523809523809524,0.0,0.8214285714285714,42.85714285714285,26.08695652173913,30.43478260869565,26.08695652173913,17.391304347826086,16.666666666666668,83.33333333333333,100.0,0.0,0.0,77.77777777777777,22.22222222222222
human/human_2117.conllu,human,2117,70.83333333333333,0.0,20.83333333333333,8.333333333333334,0.0,100.0,58.8235294117647,0.0,0.0,41.1764705882353,25.0,75.0,2.6666666666666665,4.357142857142857,9.357142857142858,1.0526315789473684,1.0,7.325581395348837,2.411764705882353,5.151079136690647,0.6349206349206349,1.2698412698412698,2.2222222222222223,5.079365079365079,5.396825396825397,0.0,3.1746031746031744,1.5873015873015872,9.523809523809524,3.492063492063492,0.0,0.3174603174603174,6.031746031746032,0.0,4.126984126984127,2.857142857142857,0.3174603174603174,8.253968253968255,0.0,0.0,0.0,0.6349206349206349,0.0,0.0,0.0,0.0,0.0,4.126984126984127,6.349206349206349,0.0,0.3174603174603174,0.0,6.349206349206349,0.9523809523809524,1.2698412698412698,5.079365079365079,3.1746031746031744,0.0,0.0,0.0,11.746031746031743,4.444444444444445,0.0,1.2698412698412698,0.5575539568345323,22,19,14,315,100.0,0.0,94.73684210526316,5.2631578947368425,0.0,0.0,0.0,40.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,76.19047619047619,23.80952380952381,60.0,22.5,0.73,0.615,0.64,0.535,7.301587301587301,9.523809523809524,5.079365079365079,7.619047619047619,3.492063492063492,8.253968253968255,0.0,26.03174603174603,1.9047619047619049,2.857142857142857,4.126984126984127,0.0,11.746031746031743,1.2698412698412698,0.0,10.793650793650794,0.0,8.823529411764707,14.705882352941176,26.47058823529412,29.41176470588235,17.647058823529413,2.9411764705882355,0.0,3.071428571428572,100.0,23.529411764705884,17.647058823529413,38.23529411764706,20.58823529411765,0.0,100.0,62.5,0.0,37.5,60.0,40.0
human/human_2345.conllu,human,2345,100.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,80.0,100.0,0.0,2.85207100591716,3.636363636363636,8.181818181818182,1.2222222222222223,1.0,16.692307692307693,2.75,4.627777777777778,0.4608294930875576,0.0,0.4608294930875576,3.225806451612903,5.990783410138249,6.912442396313364,0.0,1.8433179723502304,9.216589861751151,2.304147465437788,0.0,0.0,7.834101382488479,0.0,2.304147465437788,0.4608294930875576,0.0,7.373271889400922,0.0,0.0,0.0,0.4608294930875576,0.9216589861751152,0.0,7.834101382488479,0.0,0.0,0.0,5.0691244239631335,0.0,0.4608294930875576,0.4608294930875576,2.304147465437788,1.8433179723502304,3.225806451612903,2.304147465437788,3.686635944700461,0.0,0.4608294930875576,0.4608294930875576,17.05069124423963,5.0691244239631335,0.0,0.0,0.4666666666666667,16,9,11,217,100.0,0.0,77.77777777777777,22.22222222222222,0.0,0.0,0.0,81.81818181818181,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,18.181818181818183,19.727272727272727,0.65,0.0,0.64,0.0,5.529953917050691,9.67741935483871,2.7649769585253456,2.304147465437788,2.304147465437788,7.373271889400922,0.0,17.51152073732719,8.294930875576037,0.0,2.304147465437788,7.373271889400922,17.05069124423963,0.0,0.0,5.529953917050691,11.981566820276498,8.333333333333334,8.333333333333334,33.333333333333336,16.666666666666668,16.666666666666668,16.666666666666668,0.0,1.181818181818182,81.81818181818181,33.333333333333336,25.0,0.0,41.66666666666666,0.0,100.0,75.0,0.0,25.0,88.88888888888889,11.11111111111111
human/human_1342.conllu,human,1342,66.66666666666667,0.0,33.333333333333336,0.0,0.0,100.0,50.0,0.0,0.0,50.0,0.0,100.0,2.956989247311828,5.666666666666667,20.0,1.0,1.3333333333333333,9.5,3.1,6.145833333333333,1.7543859649122806,1.7543859649122806,2.631578947368421,2.631578947368421,7.894736842105263,3.508771929824561,1.7543859649122806,1.7543859649122806,7.894736842105263,4.385964912280702,0.0,0.8771929824561403,1.7543859649122806,0.0,7.017543859649122,1.7543859649122806,0.0,8.771929824561404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,2.631578947368421,0.0,1.7543859649122806,0.0,3.508771929824561,1.7543859649122806,0.0,5.2631578947368425,5.2631578947368425,0.0,0.0,0.0,15.789473684210526,2.631578947368421,0.0,0.0,0.5625,29,3,3,114,100.0,0.0,100.0,0.0,0.0,0.0,0.0,27.272727272727277,0.0,100.0,83.33333333333333,0.0,16.666666666666668,0.0,0.0,75.0,25.0,72.72727272727273,38.0,0.0,0.0,0.0,0.0,8.771929824561404,7.894736842105263,2.631578947368421,5.2631578947368425,4.385964912280702,8.771929824561404,0.0,23.68421052631579,1.7543859649122806,1.7543859649122806,3.508771929824561,3.508771929824561,15.789473684210526,3.508771929824561,0.0,8.771929824561404,0.0,0.0,0.0,30.0,30.0,40.0,0.0,0.0,4.0,100.0,20.0,40.0,20.0,20.0,0.0,100.0,0.0,0.0,100.0,50.0,50.0
human/human_0159.conllu,human,159,100.0,0.0,0.0,0.0,0.0,100.0,42.85714285714285,0.0,0.0,57.142857142857146,100.0,0.0,2.8058252427184467,3.25,8.375,1.0,1.0,7.9375,2.5625,5.261261261261262,0.0,0.0,1.5748031496062993,1.5748031496062993,7.086614173228346,0.7874015748031497,0.0,5.511811023622047,12.598425196850394,3.937007874015748,0.0,0.0,7.086614173228346,0.0,4.724409448818897,0.0,0.0,11.023622047244094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7874015748031497,4.724409448818897,0.0,0.0,0.0,0.0,5.511811023622047,3.1496062992125986,2.3622047244094486,7.874015748031496,0.0,1.5748031496062993,0.0,11.811023622047244,6.299212598425197,0.0,0.0,0.5675675675675675,16,6,8,127,100.0,0.0,100.0,0.0,0.0,0.0,0.0,80.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,20.0,15.875,0.7,0.0,0.63,0.0,5.511811023622047,12.598425196850394,1.5748031496062993,5.511811023622047,3.1496062992125986,11.023622047244094,0.0,26.771653543307085,3.937007874015748,0.7874015748031497,0.0,3.1496062992125986,12.598425196850394,0.0,0.7874015748031497,12.598425196850394,0.0,6.25,25.0,18.75,18.75,18.75,12.5,0.0,2.0,100.0,0.0,6.25,12.5,81.25,0.0,0.0,0.0,0.0,0.0,100.0,0.0
human/human_1442.conllu,human,1442,100.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0,20.0,33.333333333333336,66.66666666666667,3.800904977375565,5.714285714285714,24.571428571428573,1.0909090909090908,1.1428571428571428,13.0,3.35,5.399122807017544,1.048951048951049,0.6993006993006993,0.6993006993006993,3.8461538461538463,6.643356643356643,2.4475524475524475,1.7482517482517483,0.6993006993006993,10.48951048951049,3.8461538461538463,0.0,0.0,3.8461538461538463,0.3496503496503496,9.44055944055944,1.048951048951049,0.0,5.944055944055944,0.0,0.0,0.0,0.0,0.0,0.0,1.7482517482517483,0.0,0.0,2.097902097902098,4.545454545454546,0.0,0.3496503496503496,0.3496503496503496,3.8461538461538463,0.6993006993006993,1.7482517482517483,2.797202797202797,5.594405594405594,0.0,0.0,0.3496503496503496,20.27972027972028,2.4475524475524475,0.0,0.3496503496503496,0.5701754385964912,57,11,7,286,100.0,0.0,90.9090909090909,9.090909090909092,0.0,0.0,0.0,46.66666666666666,7.6923076923076925,92.3076923076923,85.71428571428571,14.285714285714286,0.0,0.0,0.0,100.0,0.0,53.333333333333336,40.85714285714285,0.73,0.665,0.71,0.64,7.3426573426573425,10.839160839160838,3.8461538461538463,3.4965034965034967,3.8461538461538463,5.944055944055944,0.0,20.62937062937063,4.545454545454546,1.048951048951049,1.3986013986013983,6.643356643356643,20.27972027972028,1.048951048951049,0.0,6.993006993006993,2.097902097902098,5.0,15.0,5.0,25.0,25.0,15.0,10.0,3.142857142857143,100.0,10.0,25.0,45.0,20.0,0.0,100.0,50.0,0.0,50.0,83.33333333333333,16.666666666666668
human/human_1911.conllu,human,1911,75.0,0.0,25.0,0.0,0.0,100.0,44.44444444444444,0.0,0.0,55.55555555555556,0.0,100.0,3.2479338842975207,4.363636363636363,14.636363636363637,1.2,1.25,11.89655172413793,2.1538461538461537,4.972332015810276,0.8695652173913043,0.2898550724637681,1.1594202898550725,0.5797101449275363,6.956521739130435,4.63768115942029,1.1594202898550725,1.1594202898550725,7.536231884057971,2.898550724637681,0.2898550724637681,1.1594202898550725,6.956521739130435,0.2898550724637681,2.898550724637681,1.1594202898550725,0.0,8.115942028985508,0.0,0.0,0.2898550724637681,0.2898550724637681,0.2898550724637681,0.0,0.0,0.0,0.0,2.608695652173913,5.217391304347826,0.0,0.2898550724637681,0.0,2.898550724637681,1.1594202898550725,3.4782608695652173,2.898550724637681,2.028985507246377,0.0,0.0,0.2898550724637681,26.666666666666668,3.188405797101449,0.0,0.2898550724637681,0.5296442687747036,33,15,11,345,100.0,0.0,80.0,20.0,0.0,0.0,0.0,37.5,7.142857142857143,92.85714285714286,83.33333333333333,8.333333333333334,8.333333333333334,0.0,0.0,100.0,0.0,62.5,31.363636363636363,0.68,0.66,0.62,0.6,6.376811594202898,7.536231884057971,0.2898550724637681,3.4782608695652173,3.188405797101449,8.115942028985508,0.0,20.869565217391305,7.536231884057971,1.1594202898550725,1.4492753623188406,3.768115942028986,26.666666666666668,1.4492753623188406,0.0,7.536231884057971,0.5797101449275363,15.384615384615383,3.8461538461538463,50.0,15.384615384615383,11.538461538461538,3.8461538461538463,0.0,2.636363636363636,81.81818181818181,23.07692307692308,30.76923076923077,23.07692307692308,23.07692307692308,0.0,100.0,16.666666666666668,0.0,83.33333333333333,50.0,50.0
human/human_3458.conllu,human,3458,66.66666666666667,11.11111111111111,22.22222222222222,0.0,0.0,100.0,50.0,0.0,0.0,50.0,0.0,100.0,3.31055900621118,4.25,14.375,1.1428571428571428,1.1666666666666667,10.15,2.1333333333333333,5.988165680473373,0.9852216748768472,0.0,0.9852216748768472,3.940886699507389,12.807881773399014,2.4630541871921183,1.477832512315271,0.4926108374384236,9.35960591133005,4.926108374384237,0.0,0.0,2.955665024630542,0.0,6.403940886699507,2.4630541871921183,1.477832512315271,7.389162561576355,0.0,0.0,0.0,0.0,0.4926108374384236,0.0,0.4926108374384236,0.0,0.0,1.477832512315271,3.940886699507389,0.0,0.0,0.0,3.4482758620689653,0.4926108374384236,1.477832512315271,3.940886699507389,4.926108374384237,0.0,0.0,0.4926108374384236,16.748768472906406,3.940886699507389,0.0,0.0,0.6272189349112426,32,7,8,203,87.5,12.5,85.71428571428571,14.285714285714286,0.0,0.0,0.0,50.0,0.0,100.0,83.33333333333333,16.666666666666668,0.0,0.0,0.0,14.285714285714286,85.71428571428571,50.0,25.375,0.76,0.0,0.72,0.0,13.300492610837438,9.35960591133005,4.433497536945813,4.433497536945813,4.926108374384237,7.389162561576355,0.0,23.15270935960591,2.4630541871921183,0.0,0.4926108374384236,3.940886699507389,16.748768472906406,0.9852216748768472,0.0,7.389162561576355,0.9852216748768472,13.333333333333334,26.666666666666668,26.666666666666668,13.333333333333334,13.333333333333334,0.0,6.666666666666667,2.5,87.5,13.333333333333334,46.66666666666666,6.666666666666667,33.333333333333336,0.0,100.0,0.0,0.0,100.0,71.42857142857143,28.571428571428573
human/human_0601.conllu,human,601,66.66666666666667,0.0,33.333333333333336,0.0,0.0,100.0,50.0,0.0,0.0,50.0,0.0,100.0,3.24,4.0,20.5,1.0,1.0,16.75,2.25,6.211538461538462,0.0,0.0,0.0,2.985074626865672,8.955223880597014,1.492537313432836,1.492537313432836,2.985074626865672,8.955223880597014,4.477611940298507,0.0,0.0,8.955223880597014,0.0,5.970149253731344,0.0,0.0,5.970149253731344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836,5.970149253731344,0.0,0.0,0.0,2.985074626865672,1.492537313432836,2.985074626865672,1.492537313432836,4.477611940298507,0.0,0.0,0.0,22.388059701492537,2.985074626865672,0.0,1.492537313432836,0.6153846153846154,27,3,2,67,100.0,0.0,100.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333333333333336,33.5,0.0,0.0,0.0,0.0,8.955223880597014,8.955223880597014,2.985074626865672,4.477611940298507,4.477611940298507,5.970149253731344,0.0,29.85074626865672,4.477611940298507,1.492537313432836,0.0,0.0,22.388059701492537,0.0,0.0,5.970149253731344,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,100.0,25.0,0.0,25.0,50.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0
