Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_goeswith	dep_dist_iobj	dep_dist_list	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nmod:tmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
chatgpt/chatgpt_2730.conllu	9	287	31.88888888888889	4.882113821138211	0.71	0.55	0.74	0.59	8.362369337979095	11.498257839721255	2.7874564459930316	3.1358885017421603	3.1358885017421603	11.498257839721255	1.3937282229965158	22.99651567944251	2.0905923344947737	0.34843205574912894	3.832752613240418	5.2264808362369335	14.285714285714286	1.0452961672473868	0	6.620209059233449	1.7421602787456445	0.5365853658536586	45.45454545454545	54.54545454545455	0	100.0	31.57894736842105	36.8421052631579	5.2631578947368425	26.31578947368421	50.0	0	50.0	0	100.0	0	100.0	88.88888888888889	0	11.11111111111111	0	37.5	0	62.5	2.5555555555555554	88.88888888888889	2.6315789473684212	5.2631578947368425	10.526315789473685	31.57894736842105	31.57894736842105	15.789473684210526	0	5.2631578947368425	5.888888888888889	12.478260869565217	13.555555555555555	2.9662447257383966	26	1.2222222222222223	18	88.88888888888889	0	11.11111111111111	0	0	0.0	100.0	92.85714285714286	7.142857142857143	0.6968641114982579	1.0452961672473868	1.0452961672473868	1.3937282229965158	8.013937282229966	3.484320557491289	0.34843205574912894	1.0452961672473868	11.149825783972126	3.832752613240418	0	0	4.878048780487805	0	4.529616724738676	1.7421602787456445	0	11.149825783972126	0.34843205574912894	1.3937282229965158	0.6968641114982579	1.3937282229965158	0.6968641114982579	0	0.6968641114982579	0	0	1.0452961672473868	7.665505226480836	0	0.6968641114982579	0	3.832752613240418	1.0452961672473868	1.0452961672473868	3.484320557491289	3.1358885017421603	0	0	0.34843205574912894	14.285714285714286	3.1358885017421603	0	0.6968641114982579	44.44444444444444	55.55555555555556	100.0	0.0	1.0	100.0	0	0	0	0
chatgpt/chatgpt_2982.conllu	10	220	22.0	5.746031746031746	0.79	0	0.81	0	7.7272727272727275	10.0	1.3636363636363635	4.545454545454546	4.545454545454546	3.6363636363636362	0	31.818181818181817	0.9090909090909091	2.272727272727273	3.1818181818181817	3.1818181818181817	14.090909090909092	0.9090909090909091	0	10.909090909090908	0.9090909090909091	0.6402116402116402	46.15384615384615	53.84615384615385	0	100.0	20.833333333333332	20.833333333333332	25.0	33.333333333333336	60.0	0	40.0	11.11111111111111	88.88888888888889	0	100.0	90.0	0	0	10.0	44.44444444444444	0	55.55555555555556	2.7	80.0	2.2083333333333335	16.666666666666668	4.166666666666667	37.5	29.166666666666668	8.333333333333334	4.166666666666667	0	4.4	8.148148148148149	7.1	2.4134078212290504	18	1.0	9	100.0	0	0	0	0	0.0	100.0	100.0	0.0	1.3636363636363635	1.3636363636363635	1.3636363636363635	1.3636363636363635	6.363636363636363	0	2.272727272727273	0.9090909090909091	11.818181818181818	4.545454545454546	0	0	6.818181818181818	0	6.363636363636363	1.3636363636363635	0	3.6363636363636362	0	0	0	0.9090909090909091	0.9090909090909091	0	0	0	0	1.8181818181818181	4.090909090909091	0	2.727272727272727	0	5.909090909090909	0.9090909090909091	1.3636363636363635	6.363636363636363	4.545454545454546	0	0	1.3636363636363635	14.090909090909092	4.545454545454546	0	0.9090909090909091	38.095238095238095	61.904761904761905	92.3076923076923	7.6923076923076925	1.2727272727272727	81.81818181818181	9.090909090909092	9.090909090909092	0	0
chatgpt/chatgpt_0072.conllu	4	158	39.5	5.768115942028985	0.67	0	0.7	0	10.126582278481013	17.72151898734177	2.5316455696202533	0.6329113924050633	3.1645569620253164	7.594936708860759	0	28.481012658227847	3.1645569620253164	0	1.8987341772151898	1.2658227848101267	12.658227848101266	1.8987341772151898	0	7.594936708860759	1.2658227848101267	0.572463768115942	16.666666666666668	83.33333333333333	0	100.0	41.666666666666664	50.0	0	8.333333333333334	40.0	0	60.0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	3.25	100.0	2.3333333333333335	0	18.181818181818183	54.54545454545455	0	9.090909090909092	18.181818181818183	0	6.0	12.153846153846153	19.5	3.828358208955224	37	1.2857142857142858	14	71.42857142857143	28.571428571428573	0	0	0	0.0	100.0	85.71428571428571	14.285714285714286	1.2658227848101267	0.6329113924050633	2.5316455696202533	2.5316455696202533	10.126582278481013	1.2658227848101267	0	0	17.72151898734177	3.1645569620253164	0	0	1.2658227848101267	0	5.69620253164557	0.6329113924050633	0	7.594936708860759	0	0	0	0	0	0	0.6329113924050633	0	0	1.8987341772151898	11.39240506329114	0	0	0	4.430379746835443	0	1.8987341772151898	3.7974683544303796	6.329113924050633	0	0	0	12.658227848101266	2.5316455696202533	0	0	33.333333333333336	66.66666666666667	87.5	12.5	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
chatgpt/chatgpt_2491.conllu	7	223	31.857142857142858	6.359550561797753	0.81	0	0.82	0	9.865470852017937	5.381165919282512	4.0358744394618835	2.242152466367713	4.0358744394618835	4.484304932735426	0	20.179372197309416	5.381165919282512	2.242152466367713	1.7937219730941705	6.278026905829597	20.179372197309416	2.242152466367713	0	8.968609865470851	2.690582959641256	0.6179775280898876	69.23076923076923	30.76923076923077	0	100.0	25.0	15.0	20.0	40.0	40.0	0	60.0	0	100.0	0	100.0	100.0	0	0	0	20.0	0	80.0	3.142857142857143	85.71428571428571	2.35	20.0	0	35.0	25.0	10.0	10.0	0	6.428571428571429	10.136363636363637	15.142857142857142	3.198830409356725	34	1.2	5	80.0	20.0	0	0	0	0.0	100.0	88.88888888888889	11.11111111111111	1.345291479820628	0.4484304932735426	1.345291479820628	4.0358744394618835	9.865470852017937	4.484304932735426	1.345291479820628	0	6.278026905829597	4.484304932735426	0	0	5.829596412556054	0	5.829596412556054	0.8968609865470852	0.4484304932735426	4.484304932735426	0	0	0.4484304932735426	0.8968609865470852	0	0	1.345291479820628	0	0	3.1390134529147984	2.690582959641256	0	0.4484304932735426	0	3.587443946188341	0	3.1390134529147984	4.484304932735426	3.587443946188341	0.4484304932735426	0	0.4484304932735426	20.179372197309416	3.1390134529147984	0	0.8968609865470852	37.5	62.5	100.0	0.0	1.1111111111111112	88.88888888888889	11.11111111111111	0	0	0
chatgpt/chatgpt_0611.conllu	4	113	28.25	6.09	0.68	0	0.72	0	7.964601769911504	9.734513274336283	3.5398230088495577	6.1946902654867255	1.7699115044247788	9.734513274336283	0	33.6283185840708	1.7699115044247788	2.6548672566371683	0	0	11.504424778761061	1.7699115044247788	0	9.734513274336283	0	0.62	50.0	50.0	0	100.0	27.272727272727273	18.181818181818183	27.272727272727273	27.272727272727273	33.333333333333336	0	66.66666666666667	42.857142857142854	57.142857142857146	0	100.0	57.142857142857146	0	0	42.857142857142854	75.0	0	25.0	3.0	75.0	3.090909090909091	9.090909090909092	9.090909090909092	9.090909090909092	27.272727272727273	27.272727272727273	18.181818181818183	0	4.75	9.416666666666666	12.0	2.8125	20	1.25	4	75.0	25.0	0	0	0	0.0	100.0	100.0	0.0	0.8849557522123894	0	3.5398230088495577	1.7699115044247788	7.964601769911504	0.8849557522123894	2.6548672566371683	2.6548672566371683	9.734513274336283	1.7699115044247788	0	0	10.619469026548673	0	2.6548672566371683	0.8849557522123894	0	9.734513274336283	0	0	0	0	0	0	0	0	0	6.1946902654867255	4.424778761061947	0	0	0	4.424778761061947	2.6548672566371683	0.8849557522123894	2.6548672566371683	5.3097345132743365	0	0	0	11.504424778761061	3.5398230088495577	0	2.6548672566371683	27.272727272727273	72.72727272727273	100.0	0.0	1.6	60.0	20.0	20.0	0	0
chatgpt/chatgpt_2156.conllu	14	344	24.571428571428573	5.530612244897959	0.65	0.59	0.71	0.635	11.337209302325581	11.337209302325581	2.616279069767442	2.3255813953488373	3.488372093023256	9.011627906976743	0	30.232558139534884	2.9069767441860463	1.1627906976744187	0.872093023255814	1.1627906976744187	14.534883720930232	0.5813953488372093	0.5813953488372093	7.848837209302325	0	0.6224489795918368	47.05882352941177	52.94117647058823	0	100.0	33.333333333333336	22.22222222222222	14.814814814814815	29.62962962962963	22.22222222222222	0	77.77777777777777	14.285714285714286	85.71428571428571	0	100.0	87.5	0	0	12.5	42.857142857142854	0	57.142857142857146	2.2142857142857144	92.85714285714286	1.8518518518518519	25.925925925925927	14.814814814814815	18.51851851851852	29.62962962962963	11.11111111111111	0	0	4.428571428571429	11.096774193548388	10.785714285714286	2.782142857142857	21	1.16	25	88.0	8.0	4.0	0	0	0.0	100.0	100.0	0.0	1.1627906976744187	0.5813953488372093	0.872093023255814	1.744186046511628	12.209302325581396	1.4534883720930232	0.5813953488372093	0.5813953488372093	12.5	3.7790697674418605	0	0	6.104651162790698	0	6.104651162790698	1.1627906976744187	0	9.011627906976743	0	0	0	0.5813953488372093	0	0	0	0	0	1.744186046511628	8.430232558139535	0	0.29069767441860467	0	3.7790697674418605	0.5813953488372093	1.1627906976744187	2.9069767441860463	3.7790697674418605	0	0	0	14.534883720930232	4.069767441860465	0	0.29069767441860467	54.166666666666664	45.833333333333336	90.9090909090909	9.090909090909092	1.1	90.0	10.0	0	0	0
chatgpt/chatgpt_3234.conllu	9	227	25.22222222222222	5.328571428571428	0.68	0.56	0.72	0.61	8.810572687224669	10.572687224669604	1.7621145374449338	4.405286343612334	0.8810572687224669	14.537444933920705	0	25.991189427312776	2.643171806167401	2.202643171806167	1.7621145374449338	1.3215859030837005	7.488986784140969	2.202643171806167	0.8810572687224669	14.537444933920705	0	0.5666666666666667	100.0	0	0	100.0	15.151515151515152	27.272727272727273	18.181818181818183	39.39393939393939	100.0	0	0	100.0	0	0	100.0	90.0	0	10.0	0	55.55555555555556	0	44.44444444444444	3.7777777777777777	100.0	2.1818181818181817	9.090909090909092	21.21212121212121	33.333333333333336	21.21212121212121	12.121212121212121	0	3.0303030303030303	5.0	6.676470588235294	12.88888888888889	2.736318407960199	24	1.0	11	100.0	0	0	0	0	0.0	100.0	92.3076923076923	7.6923076923076925	3.5242290748898677	0.8810572687224669	3.0837004405286343	1.7621145374449338	9.691629955947137	0	0.8810572687224669	3.0837004405286343	10.13215859030837	0.8810572687224669	0	0.8810572687224669	6.607929515418502	0	0.8810572687224669	0.44052863436123346	0.44052863436123346	14.537444933920705	0	0	0.44052863436123346	0.44052863436123346	0	0	0	0	0	4.845814977973569	5.286343612334802	0	0	0	2.202643171806167	3.0837004405286343	2.202643171806167	6.167400881057269	4.845814977973569	0	0.44052863436123346	0.44052863436123346	7.488986784140969	3.9647577092511015	0	0.44052863436123346	29.032258064516128	70.96774193548387	72.72727272727273	27.272727272727273	1.2222222222222223	77.77777777777777	22.22222222222222	0	0	0
chatgpt/chatgpt_1989.conllu	8	195	24.375	5.764705882352941	0.74	0	0.76	0	11.282051282051283	11.282051282051283	4.102564102564102	2.051282051282051	1.5384615384615385	10.76923076923077	0	27.692307692307693	0	1.0256410256410255	2.5641025641025643	2.051282051282051	12.820512820512821	2.051282051282051	0	10.76923076923077	0	0.6411764705882353	45.45454545454545	54.54545454545455	0	100.0	28.571428571428573	38.095238095238095	9.523809523809524	23.80952380952381	50.0	0	50.0	0	100.0	0	100.0	75.0	0	25.0	0	66.66666666666667	0	33.333333333333336	2.875	100.0	2.4285714285714284	0	23.80952380952381	28.571428571428573	33.333333333333336	9.523809523809524	4.761904761904762	0	5.0	8.478260869565217	11.5	2.8580246913580245	32	1.4	5	60.0	40.0	0	0	0	0.0	100.0	100.0	0.0	1.5384615384615385	0.5128205128205128	3.076923076923077	4.615384615384615	10.256410256410257	1.0256410256410255	1.0256410256410255	0	11.282051282051283	1.0256410256410255	0.5128205128205128	0.5128205128205128	9.743589743589743	0	1.5384615384615385	1.0256410256410255	0	10.76923076923077	0	0	0	0	0	0	0	0	0	2.5641025641025643	3.58974358974359	0	0.5128205128205128	0	4.615384615384615	0	0	5.128205128205129	7.17948717948718	0	0	0	12.820512820512821	4.102564102564102	0	1.0256410256410255	38.095238095238095	61.904761904761905	69.23076923076923	30.76923076923077	1.1818181818181819	81.81818181818181	18.181818181818183	0	0	0
chatgpt/chatgpt_2122.conllu	11	329	29.90909090909091	5.859848484848484	0.74	0.645	0.77	0.69	7.90273556231003	11.55015197568389	2.43161094224924	3.6474164133738602	2.43161094224924	8.206686930091186	0	23.404255319148938	3.951367781155015	0.303951367781155	2.43161094224924	2.43161094224924	19.756838905775076	0.9118541033434651	0	10.33434650455927	0.303951367781155	0.5795454545454546	74.07407407407408	25.925925925925927	0	100.0	23.529411764705884	14.705882352941176	5.882352941176471	55.88235294117647	50.0	0	50.0	14.285714285714286	85.71428571428571	0	100.0	75.0	0	16.666666666666668	8.333333333333334	77.77777777777777	0	22.22222222222222	3.1818181818181817	100.0	2.1176470588235294	20.58823529411765	26.470588235294116	14.705882352941176	11.764705882352942	11.764705882352942	14.705882352941176	0	4.363636363636363	9.4	14.727272727272727	3.2766798418972334	33	1.4545454545454546	11	54.54545454545455	45.45454545454545	0	0	0	0.0	100.0	100.0	0.0	0.9118541033434651	0.9118541033434651	1.8237082066869301	2.43161094224924	9.72644376899696	2.127659574468085	2.127659574468085	1.21580547112462	12.462006079027356	2.43161094224924	0	0.303951367781155	5.47112462006079	0	2.43161094224924	0.303951367781155	0	8.206686930091186	0	0	0	0	0	0	0	0	0	1.21580547112462	4.86322188449848	0	0.9118541033434651	0	3.3434650455927053	1.21580547112462	2.735562310030395	2.735562310030395	6.990881458966565	0	0	0	19.756838905775076	3.3434650455927053	0	0	40.74074074074074	59.25925925925926	87.5	12.5	1.0666666666666667	93.33333333333333	6.666666666666667	0	0	0
chatgpt/chatgpt_0194.conllu	5	101	20.2	6.310344827586207	0	0	0	0	14.851485148514852	9.900990099009901	4.9504950495049505	1.9801980198019802	1.9801980198019802	15.841584158415841	0	24.752475247524753	0	0.9900990099009901	0	4.9504950495049505	13.861386138613861	0	0	5.9405940594059405	0	0.6436781609195402	75.0	25.0	0	100.0	66.66666666666667	16.666666666666668	16.666666666666668	0	75.0	0	25.0	50.0	50.0	0	100.0	100.0	0	0	0	0	0	100.0	1.6	100.0	3.0	0	16.666666666666668	0	66.66666666666667	0	16.666666666666668	0	3.4	12.625	12.8	2.9878048780487805	25	1.0	7	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0.9900990099009901	4.9504950495049505	13.861386138613861	2.9702970297029703	0	0	9.900990099009901	1.9801980198019802	0	0.9900990099009901	3.9603960396039604	0	1.9801980198019802	1.9801980198019802	0	15.841584158415841	0	0	0	0	0.9900990099009901	0	0	0	0	0.9900990099009901	6.930693069306931	0	0	0	5.9405940594059405	0	0	2.9702970297029703	2.9702970297029703	0	0	0	13.861386138613861	4.9504950495049505	0	0.9900990099009901	62.5	37.5	100.0	0.0	1.0	100.0	0	0	0	0
