Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_goeswith	dep_dist_iobj	dep_dist_list	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nmod:tmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
mixed/mixed_0406.conllu	5	155	31.0	5.425196850393701	0.62	0	0.65	0	6.451612903225806	11.612903225806452	1.935483870967742	1.935483870967742	3.870967741935484	12.258064516129032	0	20.64516129032258	2.5806451612903225	0.6451612903225806	0.6451612903225806	9.03225806451613	18.06451612903226	1.935483870967742	0.6451612903225806	7.741935483870968	0	0.5590551181102362	77.77777777777777	22.22222222222222	0	100.0	25.0	25.0	0	50.0	33.333333333333336	66.66666666666667	33.333333333333336	66.66666666666667	0	100.0	100.0	0	0	0	33.333333333333336	0	66.66666666666667	2.6	100.0	1.75	18.181818181818183	18.181818181818183	27.272727272727273	27.272727272727273	9.090909090909092	0	0	4.8	11.923076923076923	15.2	3.262295081967213	21	2.0	8	37.5	25.0	37.5	0	0	0.0	100.0	100.0	0.0	0	0	1.935483870967742	1.2903225806451613	7.096774193548387	3.225806451612903	0.6451612903225806	0.6451612903225806	12.903225806451612	3.870967741935484	0	1.2903225806451613	5.806451612903226	0	5.161290322580645	0.6451612903225806	0	12.258064516129032	0	0	0	0	0	0	0	0	0	1.935483870967742	8.387096774193548	0	0	0	4.516129032258065	0.6451612903225806	0	1.935483870967742	3.225806451612903	0.6451612903225806	0	0	18.70967741935484	3.225806451612903	0	0	50.0	50.0	100.0	0.0	1.25	75.0	25.0	0	0	0
mixed/mixed_2879.conllu	8	201	25.125	5.427745664739884	0.68	0	0.69	0	8.457711442786069	11.940298507462687	1.9900497512437811	1.492537313432836	3.482587064676617	9.45273631840796	0.4975124378109453	23.880597014925375	2.985074626865672	0.9950248756218906	1.9900497512437811	3.9800995024875623	13.930348258706468	0.9950248756218906	0.9950248756218906	12.935323383084578	0	0.5953757225433526	56.25	43.75	0	100.0	26.923076923076923	26.923076923076923	11.538461538461538	34.61538461538461	14.285714285714286	85.71428571428571	33.333333333333336	66.66666666666667	0	100.0	100.0	0	0	0	0	0	100.0	3.5	100.0	2.0	11.538461538461538	23.076923076923077	30.76923076923077	23.076923076923077	11.538461538461538	0	0	5.125	7.178571428571429	11.0	2.915151515151515	22	1.0909090909090908	11	90.9090909090909	9.090909090909092	0	0	0	0.0	100.0	77.77777777777777	22.22222222222222	3.482587064676617	0	0.9950248756218906	1.492537313432836	10.447761194029852	1.9900497512437811	0	0.4975124378109453	11.940298507462687	3.482587064676617	0	0	7.462686567164179	0	2.487562189054726	0.9950248756218906	0	9.45273631840796	0	0.4975124378109453	0.9950248756218906	0.4975124378109453	0	0	0	0	0	2.487562189054726	5.970149253731344	0	0	0	3.9800995024875623	0.4975124378109453	0.9950248756218906	4.975124378109452	4.975124378109452	0.4975124378109453	0	0.4975124378109453	13.930348258706468	3.9800995024875623	0	0.4975124378109453	42.10526315789474	57.89473684210526	100.0	0.0	1.1	90.0	10.0	0	0	0
mixed/mixed_0283.conllu	7	204	29.142857142857142	4.936046511627907	0.76	0	0.8	0	5.882352941176471	11.27450980392157	3.4313725490196076	2.450980392156863	1.4705882352941178	11.27450980392157	0	23.03921568627451	1.9607843137254901	2.450980392156863	1.4705882352941178	5.882352941176471	15.686274509803921	0.9803921568627451	0	10.784313725490197	1.9607843137254901	0.5813953488372093	76.92307692307692	23.076923076923077	0	100.0	22.727272727272727	22.727272727272727	18.181818181818183	36.36363636363637	40.0	60.0	33.333333333333336	66.66666666666667	0	100.0	80.0	0	20.0	0	100.0	0	0	3.142857142857143	85.71428571428571	1.8181818181818181	14.285714285714286	19.047619047619047	38.095238095238095	23.80952380952381	0	4.761904761904762	0	5.285714285714286	9.272727272727273	13.571428571428571	3.0545454545454547	25	1.5	6	50.0	50.0	0	0	0	0.0	100.0	100.0	0.0	0.9803921568627451	0.9803921568627451	2.450980392156863	3.9215686274509802	7.352941176470588	2.450980392156863	1.4705882352941178	0.9803921568627451	11.764705882352942	1.4705882352941178	0	0.9803921568627451	8.823529411764707	0	1.4705882352941178	0	0	11.27450980392157	0	0	0	0.49019607843137253	0.49019607843137253	0	0	0	0	2.450980392156863	4.411764705882353	0	0.49019607843137253	0	2.9411764705882355	0.49019607843137253	1.9607843137254901	3.9215686274509802	5.882352941176471	0	0	0	15.686274509803921	3.4313725490196076	0	0.9803921568627451	33.333333333333336	66.66666666666667	75.0	25.0	1.2	90.0	0	10.0	0	0
mixed/mixed_1003.conllu	8	231	28.875	5.701492537313433	0.7	0.69	0.71	0.71	9.523809523809524	9.523809523809524	3.463203463203463	2.5974025974025974	3.0303030303030303	8.225108225108226	0	30.303030303030305	3.463203463203463	1.7316017316017316	0.8658008658008658	0.8658008658008658	12.987012987012987	2.5974025974025974	0.4329004329004329	9.956709956709958	0.4329004329004329	0.6218905472636815	50.0	50.0	0	100.0	26.08695652173913	26.08695652173913	21.73913043478261	26.08695652173913	33.333333333333336	66.66666666666667	0	100.0	0	100.0	100.0	0	0	0	33.333333333333336	0	66.66666666666667	3.0	87.5	2.608695652173913	8.695652173913043	8.695652173913043	34.78260869565217	13.043478260869565	30.434782608695652	4.3478260869565215	0	5.625	9.625	10.875	2.9274611398963732	18	1.0833333333333333	12	91.66666666666667	8.333333333333334	0	0	0	0.0	100.0	100.0	0.0	1.7316017316017316	0	2.1645021645021645	3.463203463203463	9.090909090909092	1.2987012987012987	1.2987012987012987	0.8658008658008658	9.956709956709958	3.0303030303030303	0	1.7316017316017316	10.822510822510823	0	3.463203463203463	0.4329004329004329	0.4329004329004329	8.225108225108226	0	0	0.4329004329004329	0	0	0	0	0	0	3.896103896103896	5.627705627705628	0	0.8658008658008658	0	3.0303030303030303	0	1.7316017316017316	5.194805194805195	3.896103896103896	0.4329004329004329	0	0	12.987012987012987	3.463203463203463	0	0.4329004329004329	35.0	65.0	69.23076923076923	30.76923076923077	1.1818181818181819	81.81818181818181	18.181818181818183	0	0	0
mixed/mixed_2403.conllu	9	281	31.22222222222222	5.417840375586854	0.66	0.56	0.67	0.61	7.829181494661921	8.185053380782918	3.202846975088968	2.491103202846975	4.270462633451957	5.338078291814947	0	18.86120996441281	6.761565836298932	0.7117437722419929	1.7793594306049823	5.338078291814947	24.199288256227756	0	0	5.338078291814947	5.693950177935943	0.5352112676056338	44.44444444444444	55.55555555555556	28.571428571428573	71.42857142857143	46.666666666666664	13.333333333333334	13.333333333333334	26.666666666666668	71.42857142857143	28.571428571428573	20.0	80.0	0	100.0	71.42857142857143	14.285714285714286	0	14.285714285714286	60.0	0	40.0	1.6666666666666667	88.88888888888889	2.1333333333333333	15.384615384615385	7.6923076923076925	30.76923076923077	7.6923076923076925	38.46153846153846	0	0	4.111111111111111	18.733333333333334	18.666666666666668	4.651960784313726	66	1.25	12	83.33333333333333	8.333333333333334	8.333333333333334	0	0	0.0	100.0	90.0	10.0	0	1.0676156583629892	0.35587188612099646	3.202846975088968	7.829181494661921	3.202846975088968	1.4234875444839858	1.0676156583629892	8.540925266903914	3.9145907473309607	0.35587188612099646	0	6.049822064056939	0.35587188612099646	6.405693950177936	0	0	5.338078291814947	0	0	0.35587188612099646	0	0	0	3.202846975088968	0	0	0.35587188612099646	5.338078291814947	0	0.35587188612099646	0	2.491103202846975	1.0676156583629892	4.6263345195729535	2.8469750889679717	2.491103202846975	0	0	0.35587188612099646	24.199288256227756	3.202846975088968	0	0	61.53846153846154	38.46153846153846	80.0	20.0	1.0	100.0	0	0	0	0
mixed/mixed_2454.conllu	8	232	29.0	5.826815642458101	0.82	0	0.85	0	12.068965517241379	7.327586206896552	2.1551724137931036	3.0172413793103448	3.0172413793103448	3.0172413793103448	0	19.396551724137932	1.7241379310344827	1.7241379310344827	3.8793103448275863	8.620689655172415	22.844827586206897	1.293103448275862	0.8620689655172413	8.620689655172415	0.43103448275862066	0.659217877094972	46.15384615384615	53.84615384615385	0	100.0	25.0	20.0	15.0	40.0	20.0	80.0	0	100.0	0	100.0	100.0	0	0	0	42.857142857142854	0	57.142857142857146	2.5	87.5	2.45	5.0	10.0	45.0	25.0	5.0	10.0	0	4.5	11.6	15.875	3.526315789473684	37	1.1111111111111112	9	88.88888888888889	11.11111111111111	0	0	0	0.0	100.0	90.9090909090909	9.090909090909092	0	0.43103448275862066	2.586206896551724	2.586206896551724	8.620689655172415	0.43103448275862066	2.586206896551724	0.43103448275862066	8.189655172413794	3.0172413793103448	0	0	6.0344827586206895	0	9.482758620689655	0	0.43103448275862066	3.0172413793103448	0	0	0.43103448275862066	0.43103448275862066	0.43103448275862066	0	0	0	0	2.586206896551724	5.172413793103448	0	1.7241379310344827	0	3.8793103448275863	0.43103448275862066	1.293103448275862	3.8793103448275863	3.0172413793103448	0	0	0.43103448275862066	23.275862068965516	3.4482758620689653	0	1.7241379310344827	38.888888888888886	61.111111111111114	63.63636363636363	36.36363636363637	1.2222222222222223	88.88888888888889	0	11.11111111111111	0	0
mixed/mixed_1426.conllu	6	243	40.5	5.238578680203045	0.66	0	0.71	0	5.761316872427984	13.168724279835391	2.880658436213992	3.7037037037037037	3.292181069958848	6.995884773662551	0	19.34156378600823	4.526748971193416	0.823045267489712	2.05761316872428	5.349794238683128	18.930041152263374	0.823045267489712	0	8.641975308641975	3.7037037037037037	0.5177664974619289	94.73684210526316	5.2631578947368425	0	100.0	9.523809523809524	0	9.523809523809524	80.95238095238095	50.0	50.0	25.0	75.0	0	100.0	66.66666666666667	11.11111111111111	0	22.22222222222222	66.66666666666667	0	33.333333333333336	3.6666666666666665	100.0	2.5238095238095237	0	20.0	25.0	40.0	5.0	5.0	5.0	5.666666666666667	11.045454545454545	21.5	4.0942408376963355	72	1.0	8	100.0	0	0	0	0	0.0	100.0	100.0	0.0	2.880658436213992	0.823045267489712	1.2345679012345678	2.4691358024691357	5.761316872427984	2.880658436213992	1.2345679012345678	1.646090534979424	12.345679012345679	3.292181069958848	0	0	6.584362139917696	0	4.938271604938271	0.823045267489712	0	6.995884773662551	0	0	0	0.411522633744856	0	0	0	0	0	2.05761316872428	3.292181069958848	0.411522633744856	0.823045267489712	0	2.4691358024691357	1.2345679012345678	2.4691358024691357	1.646090534979424	8.641975308641975	0	0	0	19.34156378600823	2.4691358024691357	0	0.823045267489712	30.0	70.0	57.142857142857146	42.857142857142854	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
mixed/mixed_3586.conllu	6	249	41.5	5.528497409326425	0.73	0	0.76	0	8.433734939759036	9.63855421686747	3.21285140562249	2.4096385542168677	4.016064257028113	5.220883534136546	0	21.686746987951807	2.8112449799196786	2.0080321285140563	2.0080321285140563	8.433734939759036	22.48995983935743	0	0	7.6305220883534135	0	0.6373056994818653	83.33333333333333	16.666666666666668	0	100.0	15.789473684210526	5.2631578947368425	31.57894736842105	47.36842105263158	100.0	0	25.0	75.0	0	100.0	83.33333333333333	0	16.666666666666668	0	40.0	0	60.0	3.1666666666666665	83.33333333333333	2.210526315789474	15.789473684210526	10.526315789473685	36.8421052631579	15.789473684210526	15.789473684210526	5.2631578947368425	0	5.166666666666667	13.105263157894736	21.166666666666668	3.9679144385026737	33	1.1818181818181819	11	81.81818181818181	18.181818181818183	0	0	0	0.0	100.0	87.5	12.5	1.2048192771084338	0.8032128514056225	0	3.6144578313253013	9.63855421686747	4.016064257028113	1.606425702811245	0.8032128514056225	9.63855421686747	4.016064257028113	0	0.40160642570281124	4.819277108433735	0	9.63855421686747	0	0	5.220883534136546	0	0	0.40160642570281124	0.40160642570281124	0	0	0	0	0	1.606425702811245	5.220883534136546	0	0.8032128514056225	0	2.8112449799196786	0.40160642570281124	0.8032128514056225	2.4096385542168677	3.6144578313253013	0.40160642570281124	0	0	22.48995983935743	2.4096385542168677	0	0.8032128514056225	35.714285714285715	64.28571428571429	66.66666666666667	33.333333333333336	1.2857142857142858	71.42857142857143	28.571428571428573	0	0	0
mixed/mixed_1492.conllu	9	261	29.0	5.966824644549763	0.75	0.665	0.81	0.71	13.026819923371647	11.494252873563218	3.4482758620689653	3.8314176245210727	4.980842911877395	6.130268199233717	0.3831417624521073	26.436781609195403	1.1494252873563218	0.3831417624521073	0.7662835249042146	1.1494252873563218	19.157088122605366	0	0	6.513409961685824	1.1494252873563218	0.6255924170616114	75.0	25.0	0	100.0	11.764705882352942	35.294117647058826	17.647058823529413	35.294117647058826	50.0	50.0	0	100.0	0	100.0	90.0	0	10.0	0	55.55555555555556	0	44.44444444444444	2.2222222222222223	88.88888888888889	2.5294117647058822	17.647058823529413	29.41176470588235	0	23.529411764705884	5.882352941176471	11.764705882352942	11.764705882352942	4.777777777777778	13.05	15.666666666666666	3.0594059405940595	33	1.0	13	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0.7662835249042146	0.3831417624521073	0.3831417624521073	3.0651340996168583	12.260536398467433	4.21455938697318	0.7662835249042146	1.9157088122605364	11.11111111111111	4.980842911877395	0.3831417624521073	0	1.9157088122605364	0	6.130268199233717	1.1494252873563218	0	6.130268199233717	0	0.3831417624521073	0	0.7662835249042146	0	0	0	0	0	0.3831417624521073	4.980842911877395	0	0.3831417624521073	0	1.5325670498084292	1.9157088122605364	0.7662835249042146	2.681992337164751	5.363984674329502	1.1494252873563218	0	0.3831417624521073	19.54022988505747	3.4482758620689653	0	0.7662835249042146	53.333333333333336	46.666666666666664	57.142857142857146	42.857142857142854	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
mixed/mixed_0225.conllu	11	266	24.181818181818183	5.185654008438819	0.67	0.52	0.72	0.56	9.022556390977444	12.781954887218046	2.255639097744361	4.135338345864661	2.255639097744361	12.406015037593985	0	33.83458646616541	3.007518796992481	1.1278195488721805	1.1278195488721805	1.1278195488721805	10.902255639097744	0.37593984962406013	0	5.2631578947368425	0.37593984962406013	0.5780590717299579	57.142857142857146	42.857142857142854	0	100.0	21.428571428571427	21.428571428571427	28.571428571428573	28.571428571428573	66.66666666666667	33.333333333333336	0	100.0	0	100.0	72.72727272727273	9.090909090909092	18.181818181818183	0	50.0	0	50.0	1.6363636363636365	90.9090909090909	2.857142857142857	7.142857142857143	0	35.714285714285715	35.714285714285715	7.142857142857143	7.142857142857143	7.142857142857143	4.181818181818182	14.777777777777779	10.454545454545455	2.7389380530973453	25	1.1428571428571428	14	85.71428571428571	14.285714285714286	0	0	0	0.0	100.0	100.0	0.0	0.7518796992481203	0	0.7518796992481203	3.007518796992481	7.894736842105263	1.1278195488721805	1.5037593984962405	1.1278195488721805	12.781954887218046	2.255639097744361	0	0	11.654135338345865	0	3.3834586466165413	1.5037593984962405	0	12.406015037593985	0	0	0	0	0	0	0	0	0	1.1278195488721805	6.390977443609023	0	0.37593984962406013	0	3.007518796992481	1.1278195488721805	3.007518796992481	2.255639097744361	6.390977443609023	0	0.37593984962406013	0	10.902255639097744	4.135338345864661	0	0.7518796992481203	62.5	37.5	50.0	50.0	1.2	80.0	20.0	0	0	0
